"","p","n","n_resamples","prop_resample","runs","k","res"
"383",2,100,100,0.2,100,5,0.110228143020022
"384",2,100,100,0.2,100,5,0.112459613089345
"385",2,100,100,0.2,100,5,0.103186996194317
"386",2,100,100,0.2,100,5,0.115147164292115
"387",2,100,100,0.2,100,5,0.111151511831595
"388",2,100,100,0.2,100,5,0.13028661761007
"389",2,100,100,0.2,100,5,0.134787130101354
"390",2,100,100,0.2,100,5,0.133290164675112
"391",2,100,100,0.2,100,5,0.118729866487871
"392",2,100,100,0.2,100,5,0.116797013557273
"393",2,100,100,0.2,100,5,0.105562608236996
"394",2,100,100,0.2,100,5,0.11895677676287
"395",2,100,100,0.2,100,5,0.10847164858607
"396",2,100,100,0.2,100,5,0.10906267027692
"397",2,100,100,0.2,100,5,0.11651821190373
"398",2,100,100,0.2,100,5,0.115767025516345
"399",2,100,100,0.2,100,5,0.122437769080693
"400",2,100,100,0.2,100,5,0.122890303696342
"401",2,100,100,0.2,100,6,0.0986855216942087
"402",2,100,100,0.2,100,6,0.0924443368139357
"403",2,100,100,0.2,100,6,0.0973613924930295
"404",2,100,100,0.2,100,6,0.0998831353079155
"405",2,100,100,0.2,100,6,0.0946811341177469
"406",2,100,100,0.2,100,6,0.0901806277834974
"407",2,100,100,0.2,100,6,0.0876560439124427
"408",2,100,100,0.2,100,6,0.0925354816411593
"409",2,100,100,0.2,100,6,0.0941039027046934
"410",2,100,100,0.2,100,6,0.0963772707843737
"411",2,100,100,0.2,100,6,0.0995982188159515
"412",2,100,100,0.2,100,6,0.102258627839078
"413",2,100,100,0.2,100,6,0.0907200707270735
"414",2,100,100,0.2,100,6,0.0969470164404848
"415",2,100,100,0.2,100,6,0.0916579122349581
